time,x,y,z,gforce
1.334,-0.623,0.262,0.670,0.952
1.337,-0.640,0.279,0.684,0.977
1.339,-0.657,0.285,0.705,1.006
1.342,-0.674,0.287,0.704,1.017
1.344,-0.686,0.301,0.690,1.019
1.347,-0.696,0.309,0.688,1.026
1.349,-0.706,0.317,0.676,1.027
1.351,-0.718,0.333,0.665,1.034
1.354,-0.733,0.339,0.650,1.037
1.357,-0.746,0.354,0.642,1.046
1.359,-0.752,0.365,0.633,1.049
1.361,-0.751,0.376,0.625,1.047
1.364,-0.760,0.374,0.604,1.040
1.366,-0.758,0.386,0.591,1.035
1.369,-0.763,0.385,0.564,1.024
1.371,-0.761,0.399,0.556,1.023
1.374,-0.755,0.392,0.528,1.001
1.376,-0.756,0.396,0.506,0.992
1.379,-0.755,0.387,0.482,0.975
1.381,-0.738,0.382,0.454,0.947
1.384,-0.738,0.374,0.431,0.933
1.386,-0.730,0.368,0.418,0.918
1.389,-0.722,0.364,0.409,0.906
1.392,-0.724,0.354,0.390,0.896
1.394,-0.727,0.361,0.386,0.899
1.396,-0.730,0.366,0.377,0.900
1.399,-0.735,0.365,0.364,0.898
1.401,-0.736,0.364,0.355,0.895
1.405,-0.742,0.348,0.349,0.891
1.406,-0.740,0.347,0.342,0.887
1.409,-0.739,0.340,0.335,0.880
1.411,-0.739,0.328,0.328,0.872
1.414,-0.726,0.321,0.319,0.856
1.416,-0.714,0.307,0.322,0.841
1.419,-0.717,0.302,0.305,0.836
1.422,-0.714,0.284,0.315,0.831
1.423,-0.717,0.271,0.333,0.836
1.426,-0.718,0.254,0.360,0.842
1.429,-0.727,0.235,0.414,0.869
1.431,-0.726,0.225,0.470,0.893
1.434,-0.724,0.211,0.532,0.923
1.436,-0.720,0.212,0.592,0.956
1.439,-0.715,0.196,0.653,0.987
1.441,-0.719,0.192,0.707,1.026
1.444,-0.733,0.188,0.747,1.064
1.446,-0.739,0.190,0.787,1.095
1.448,-0.748,0.187,0.818,1.124
1.451,-0.756,0.198,0.850,1.155
1.453,-0.769,0.205,0.875,1.183
1.459,-0.791,0.222,0.899,1.218
1.460,-0.800,0.236,0.921,1.242
1.461,-0.820,0.247,0.945,1.275
1.466,-0.841,0.273,0.958,1.304
1.466,-0.861,0.275,0.972,1.327
1.468,-0.892,0.298,0.974,1.353
1.472,-0.915,0.303,0.989,1.381
1.473,-0.942,0.321,0.981,1.397
1.476,-0.978,0.343,0.978,1.424
1.478,-1.001,0.352,0.965,1.435
1.481,-1.025,0.370,0.951,1.447
1.483,-1.048,0.382,0.931,1.453
1.486,-1.060,0.391,0.913,1.453
1.488,-1.077,0.398,0.880,1.447
1.490,-1.085,0.403,0.866,1.445
1.493,-1.088,0.413,0.836,1.433
1.495,-1.102,0.422,0.813,1.433
1.498,-1.100,0.423,0.784,1.415
1.500,-1.102,0.419,0.774,1.411
1.503,-1.111,0.420,0.756,1.408
1.505,-1.112,0.420,0.749,1.406
1.508,-1.110,0.418,0.752,1.405
1.510,-1.108,0.414,0.773,1.413
1.513,-1.111,0.406,0.786,1.420
1.519,-1.102,0.396,0.810,1.424
1.519,-1.102,0.388,0.854,1.447
1.524,-1.090,0.391,0.905,1.470
1.524,-1.086,0.365,0.963,1.497
1.526,-1.080,0.361,1.024,1.531
1.528,-1.075,0.341,1.072,1.556
1.530,-1.054,0.328,1.147,1.592
1.532,-1.049,0.303,1.211,1.631
1.535,-1.040,0.295,1.274,1.671
1.539,-1.045,0.286,1.324,1.711
1.540,-1.054,0.286,1.372,1.754
1.542,-1.064,0.284,1.402,1.783
1.545,-1.067,0.294,1.434,1.812
1.547,-1.057,0.300,1.449,1.818
1.550,-1.060,0.311,1.464,1.834
1.552,-1.061,0.326,1.474,1.845
1.557,-1.063,0.341,1.465,1.842
1.558,-1.066,0.356,1.448,1.833
1.561,-1.077,0.370,1.444,1.839
1.562,-1.087,0.385,1.413,1.823
1.565,-1.087,0.395,1.395,1.812
1.567,-1.090,0.416,1.383,1.810
1.570,-1.102,0.426,1.356,1.798
1.579,-1.103,0.440,1.335,1.787
1.580,-1.115,0.451,1.333,1.795
1.580,-1.121,0.463,1.314,1.789
1.580,-1.124,0.478,1.302,1.785
1.585,-1.136,0.490,1.299,1.794
1.586,-1.134,0.499,1.288,1.787
1.594,-1.142,0.512,1.283,1.792
1.594,-1.151,0.518,1.261,1.784
1.594,-1.150,0.527,1.253,1.780
1.595,-1.149,0.540,1.246,1.779
1.597,-1.152,0.538,1.238,1.775
1.600,-1.147,0.539,1.217,1.757
1.602,-1.132,0.544,1.220,1.751
1.605,-1.131,0.539,1.209,1.741
1.607,-1.116,0.536,1.187,1.715
1.609,-1.108,0.531,1.181,1.704
